Date,Open,High,Low,Close
09/19/2024,2326.23,2491.23,2326.05,2467.37
09/18/2024,2344.93,2363.96,2277.47,2326.23
09/17/2024,2273.4,2390.2,2263,2344.93
09/16/2024,2364.31,2364.31,2253.85,2273.06
09/15/2024,2416.05,2429.52,2356.84,2364.35
09/14/2024,2423.96,2465,2391.88,2416.04
09/13/2024,2350.82,2429.49,2338.18,2424.41
09/12/2024,2348.45,2389.98,2315.99,2350.88
09/11/2024,2378.32,2397.99,2278.81,2348.45
09/10/2024,2340.7,2393,2321.78,2378.65
09/09/2024,2275.12,2351.77,2274.58,2340.54
09/08/2024,2270,2307.47,2244.07,2275.13
09/07/2024,2167.31,2309.56,2151.52,2272.65
09/06/2024,2368.05,2406.02,2168.03,2169.66
09/05/2024,2456.47,2467.97,2349.41,2368.05
09/04/2024,2461.73,2487.72,2311.54,2455.69
09/03/2024,2555.52,2558.88,2436,2461.27
09/02/2024,2502.01,2560.1,2403.43,2553.79
09/01/2024,2506.64,2525.91,2439.02,2502.89
08/31/2024,2518.81,2533.09,2493.37,2506.64
08/30/2024,2539.94,2539.94,2436.21,2517.73
